start,end,tournament,round,round_match_number,player1,player2,deck1,deck2,map,victor,victory,format,unknown_order,recorder,notes
2017-06-20,2017-06-27,CAMS17,1,2,Eijolend,Jadiel,[Finesse]/Discipline/Disease,[Necromancy]/Anarchy/Blood,,Jadiel,normal,forum,,charnel_mouse,
2017-06-20,2017-06-27,CAMS17,1,3,Shadow_Night_Black,FrozenStorm,[Feral]/Present/Truth,PPA,,FrozenStorm,normal,forum,,charnel_mouse,
2017-06-20,2017-06-27,CAMS17,1,5,Penatronic,holytispon,[Discipline]/Blood/Law,[Demonology]/Future/Truth,,Penatronic,normal,forum,,charnel_mouse,
2017-06-26,2017-06-27,MMM1,3,13,FrozenStorm,Bob199,MonoWhite,MonoBlack,,FrozenStorm,normal,forum,,charnel_mouse,
2017-06-27,2017-06-29,CAMS17,2,4,Bob199,Shadow_Night_Black,[Past]/Growth/Strength,[Feral]/Present/Truth,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2017-06-27,2017-06-29,CAMS17,2,5,petE,holytispon,[Discipline]/Blood/Necromancy,[Demonology]/Future/Truth,,petE,normal,forum,,charnel_mouse,
2017-06-26,2017-06-29,MMM1,8,4,zhavier,EricF,MonoGreen,MonoWhite,,zhavier,normal,forum,,charnel_mouse,
2017-06-28,2017-06-30,MMM1,4,13,FrozenStorm,Bob199,MonoWhite,MonoBlack,,Bob199,normal,forum,,charnel_mouse,
2017-06-27,2017-07-01,CAMS17,2,2,Jadiel,Penatronic,[Necromancy]/Anarchy/Blood,[Discipline]/Blood/Law,,Jadiel,normal,forum,,charnel_mouse,
2017-06-27,2017-07-01,CAMS17,2,3,FrozenStorm,ARMed_PIrate,PPA,That's Just De-Greyding,,FrozenStorm,normal,forum,,charnel_mouse,
2017-06-28,2017-07-08,CAMS17,2,1,EricF,zhavier,[Future]/Necromancy/Peace,[Discipline]/Anarchy/Present,,EricF,normal,forum,,charnel_mouse,
2017-07-05,2017-07-09,CAMS17,3,4,ARMed_PIrate,Shadow_Night_Black,That's Just De-Greyding,[Feral]/Present/Truth,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2017-07-05,2017-07-10,CAMS17,3,5,Eijolend,Bob199,[Finesse]/Discipline/Disease,[Past]/Growth/Strength,,Bob199,normal,forum,,charnel_mouse,
2017-07-06,2017-07-11,CAMS17,3,2,zhavier,FrozenStorm,[Discipline]/Anarchy/Present,PPA,,zhavier,normal,forum,,charnel_mouse,
2017-07-05,2017-07-11,CAMS17,3,3,Penatronic,petE,[Discipline]/Blood/Law,[Discipline]/Blood/Necromancy,,Penatronic,normal,forum,,charnel_mouse,
2017-07-05,2017-07-11,MMM1,5,13,FrozenStorm,Bob199,MonoWhite,MonoBlack,,FrozenStorm,normal,forum,,charnel_mouse,
2017-07-05,2017-07-12,CAMS17,3,1,Jadiel,EricF,[Necromancy]/Anarchy/Blood,[Future]/Necromancy/Peace,,Jadiel,normal,forum,,charnel_mouse,
2017-07-12,2017-07-13,CAMS17,4,5,holytispon,Bob199,[Demonology]/Future/Truth,[Past]/Growth/Strength,,Bob199,normal,forum,,charnel_mouse,
2017-07-07,2017-07-13,MMM1,1,10,FrozenStorm,Nekoatl,MonoBlack,MonoBlue,,FrozenStorm,normal,forum,,charnel_mouse,
2017-07-13,2017-07-14,CAMS17,4,2,Shadow_Night_Black,Jadiel,[Feral]/Present/Truth,[Necromancy]/Anarchy/Blood,,Jadiel,normal,forum,,charnel_mouse,
2017-07-13,2017-07-14,MMM1,2,10,FrozenStorm,Nekoatl,MonoBlack,MonoBlue,,FrozenStorm,normal,forum,,charnel_mouse,
2017-07-12,2017-07-17,CAMS17,4,1,EricF,FrozenStorm,[Future]/Necromancy/Peace,PPA,,EricF,normal,forum,,charnel_mouse,
2017-07-11,2017-07-18,MMM1,6,13,Bob199,FrozenStorm,MonoBlack,MonoWhite,,Bob199,normal,forum,,charnel_mouse,
2017-07-11,2017-07-20,CAMS17,4,4,ARMed_PIrate,Eijolend,That's Just De-Greyding,[Finesse]/Discipline/Disease,,ARMed_PIrate,normal,forum,,charnel_mouse,
2017-07-12,2017-07-21,CAMS17,4,3,zhavier,Penatronic,[Discipline]/Anarchy/Present,[Discipline]/Blood/Law,,zhavier,normal,forum,,charnel_mouse,
2017-07-19,2017-07-25,CAMS17,5,3,FrozenStorm,Bob199,PPA,[Past]/Growth/Strength,,FrozenStorm,normal,forum,,charnel_mouse,
2017-07-19,2017-07-25,MMM1,7,13,Bob199,FrozenStorm,MonoBlack,MonoWhite,,FrozenStorm,normal,forum,,charnel_mouse,
2017-07-19,2017-07-26,CAMS17,5,1,Jadiel,zhavier,[Necromancy]/Anarchy/Blood,[Discipline]/Anarchy/Present,,zhavier,normal,forum,,charnel_mouse,
2017-07-19,2017-07-26,CAMS17,5,2,petE,EricF,[Discipline]/Blood/Necromancy,[Future]/Necromancy/Peace,,EricF,normal,forum,,charnel_mouse,
2017-07-27,2017-07-29,CAMS17,6,1,FrozenStorm,Jadiel,PPA,[Necromancy]/Anarchy/Blood,,Jadiel,normal,forum,,charnel_mouse,
2017-07-21,2017-07-30,CAMS17,5,4,Penatronic,ARMed_PIrate,[Discipline]/Blood/Law,That's Just De-Greyding,,Penatronic,normal,forum,,charnel_mouse,
2017-07-28,2017-08-01,CAMS17,6,3,Shadow_Night_Black,zhavier,[Feral]/Present/Truth,[Discipline]/Anarchy/Present,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2017-08-02,2017-08-03,CAMS17,7,1,EricF,Shadow_Night_Black,[Future]/Necromancy/Peace,[Feral]/Present/Truth,,EricF,normal,forum,,charnel_mouse,
2017-07-25,2017-08-04,MMM1,8,13,Bob199,FrozenStorm,MonoBlack,MonoWhite,,Bob199,normal,forum,,charnel_mouse,
2017-08-03,2017-08-05,CAMS17,7,2,zhavier,Jadiel,[Discipline]/Anarchy/Present,[Necromancy]/Anarchy/Blood,,Jadiel,normal,forum,,charnel_mouse,
2017-07-31,2017-08-07,CAMS17,6,2,EricF,Penatronic,[Future]/Necromancy/Peace,[Discipline]/Blood/Law,,EricF,normal,forum,,charnel_mouse,
2017-08-04,2017-08-16,MMM1,9,13,Bob199,FrozenStorm,MonoBlack,MonoWhite,,FrozenStorm,normal,forum,,charnel_mouse,
2017-08-07,2017-08-19,CAMS17,8,1,EricF,Jadiel,[Future]/Necromancy/Peace,[Necromancy]/Anarchy/Blood,,Jadiel,normal,forum,,charnel_mouse,
2017-08-16,2017-08-22,MMM1,10,13,Bob199,FrozenStorm,MonoBlack,MonoWhite,,Bob199,normal,forum,,charnel_mouse,
2017-08-23,2017-09-01,MMM1,9,4,zhavier,EricF,MonoGreen,MonoWhite,,zhavier,normal,forum,,charnel_mouse,zhavier: 'We will call this game 2 of Green going first...' game 4 in practice
2017-08-19,2017-09-11,CAMS17,9,1,Jadiel,EricF,[Necromancy]/Anarchy/Blood,[Future]/Necromancy/Peace,,Jadiel,normal,forum,,charnel_mouse,
2017-09-23,2017-09-26,MMM1,1,15,Shadow_Night_Black,Bob199,MonoPurple,MonoWhite,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2017-09-26,2017-10-09,MMM1,2,15,Shadow_Night_Black,Bob199,MonoPurple,MonoWhite,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2017-10-09,2017-10-12,MMM1,3,15,Shadow_Night_Black,Bob199,MonoPurple,MonoWhite,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2017-10-12,2017-10-12,MMM1,4,15,Shadow_Night_Black,Bob199,MonoPurple,MonoWhite,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2017-10-14,2017-10-17,LDT1,1,2,Bob199,zhavier,[Ninjitsu]/Growth/Necromancy,[Finesse]/Demonology/Ninjitsu,,zhavier,normal,forum,,charnel_mouse,
2017-10-15,2017-10-17,LDT1,1,3,petE,Andreas,[Necromancy]/Anarchy/Balance,[Demonology/Necromancy]/Anarchy,,Andreas,normal,forum,,charnel_mouse,
2017-10-22,2017-10-25,LDT1,1,4,ARMed_PIrate,RathyAro,[Law]/Fire/Strength,[Feral]/Blood/Truth,,RathyAro,normal,forum,,charnel_mouse,
2017-10-15,2017-10-26,LDT1,1,1,FrozenStorm,Shadow_Night_Black,Nightmare,MonoPurple,,FrozenStorm,timeout,forum,,charnel_mouse,
2017-10-26,2017-10-27,LDT1,2,2,zhavier,RathyAro,[Finesse]/Demonology/Ninjitsu,[Feral]/Blood/Truth,,zhavier,normal,forum,,charnel_mouse,
2017-10-27,2017-10-29,LDT1,2,4,ARMed_PIrate,Bob199,[Law]/Fire/Strength,[Ninjitsu]/Growth/Necromancy,,Bob199,normal,forum,,charnel_mouse,
2017-10-27,2017-11-02,LDT1,2,1,Andreas,FrozenStorm,[Demonology/Necromancy]/Anarchy,Nightmare,,FrozenStorm,normal,forum,,charnel_mouse,
2017-11-03,2017-11-03,LDT1,2,3,Shadow_Night_Black,petE,MonoPurple,[Necromancy]/Anarchy/Balance,,petE,timeout,forum,,charnel_mouse,Thread not started
2017-11-03,2017-11-06,LDT1,3,1,FrozenStorm,zhavier,Nightmare,[Finesse]/Demonology/Ninjitsu,,FrozenStorm,normal,forum,,charnel_mouse,
2017-11-03,2017-11-06,LDT1,3,3,petE,Bob199,[Necromancy]/Anarchy/Balance,[Ninjitsu]/Growth/Necromancy,,petE,normal,forum,,charnel_mouse,
2017-11-04,2017-11-12,LDT1,3,2,Andreas,RathyAro,[Demonology/Necromancy]/Anarchy,[Feral]/Blood/Truth,,RathyAro,normal,forum,,charnel_mouse,
2017-11-12,2017-11-12,LDT1,3,4,ARMed_PIrate,Shadow_Night_Black,[Law]/Fire/Strength,MonoPurple,,ARMed_PIrate,timeout,forum,,charnel_mouse,"Can't find a thread, but it's likely Shadow was still missing"
2017-11-13,2017-11-14,LDT1,4,1,RathyAro,FrozenStorm,[Feral]/Blood/Truth,Nightmare,,FrozenStorm,normal,forum,,charnel_mouse,
2017-11-13,2017-11-15,LDT1,4,3,Andreas,ARMed_PIrate,[Demonology/Necromancy]/Anarchy,[Law]/Fire/Strength,,Andreas,normal,forum,,charnel_mouse,
2017-11-13,2017-11-17,LDT1,4,2,zhavier,petE,[Finesse]/Demonology/Ninjitsu,[Necromancy]/Anarchy/Balance,,zhavier,normal,forum,,charnel_mouse,
2017-11-18,2017-11-21,LDT1,5,1,zhavier,FrozenStorm,[Finesse]/Demonology/Ninjitsu,Nightmare,,FrozenStorm,normal,forum,,charnel_mouse,
2017-11-18,2017-11-21,LDT1,5,3,Bob199,Andreas,[Ninjitsu]/Growth/Necromancy,[Demonology/Necromancy]/Anarchy,,Bob199,normal,forum,,charnel_mouse,
2017-11-19,2017-11-22,LDT1,5,2,RathyAro,petE,[Feral]/Blood/Truth,[Necromancy]/Anarchy/Balance,,RathyAro,normal,forum,,charnel_mouse,
2017-11-22,2017-11-24,LDT1,6,1,Bob199,FrozenStorm,[Ninjitsu]/Growth/Necromancy,Nightmare,,FrozenStorm,normal,forum,,charnel_mouse,
2017-11-22,2017-11-26,LDT1,6,2,RathyAro,zhavier,[Feral]/Blood/Truth,[Finesse]/Demonology/Ninjitsu,,RathyAro,normal,forum,,charnel_mouse,
2017-11-27,2017-11-28,LDT1,7,1,FrozenStorm,RathyAro,Nightmare,[Feral]/Blood/Truth,,FrozenStorm,normal,forum,,charnel_mouse,
2017-09-01,2017-12-01,MMM1,10,4,zhavier,FrozenStorm,MonoGreen,MonoWhite,,FrozenStorm,normal,forum,,charnel_mouse,
2017-08-23,2017-12-02,MMM1,3,10,FrozenStorm,Nekoatl,MonoBlack,MonoBlue,,FrozenStorm,normal,forum,,charnel_mouse,
2017-12-02,2017-12-04,MMM1,4,10,FrozenStorm,Nekoatl,MonoBlack,MonoBlue,,FrozenStorm,normal,forum,,charnel_mouse,
2017-12-04,2017-12-06,MMM1,5,10,FrozenStorm,Nekoatl,MonoBlack,MonoBlue,,FrozenStorm,normal,forum,,charnel_mouse,
2017-12-06,2017-12-08,MMM1,6,10,Nekoatl,FrozenStorm,MonoBlue,MonoBlack,,FrozenStorm,normal,forum,,charnel_mouse,
2017-12-09,2017-12-11,LDT2,1,1,sKiTTer,RathyAro,[Demonology]/Future/Law,[Finesse]/Peace/Truth,,RathyAro,normal,forum,,charnel_mouse,
2017-12-09,2017-12-11,LDT2,1,2,zhavier,Legion,Miracle Grow,Nightmare,,zhavier,normal,forum,,charnel_mouse,
2017-12-08,2017-12-11,MMM1,1,2,petE,zhavier,MonoGreen,MonoBlue,,petE,normal,forum,,charnel_mouse,
2017-12-09,2017-12-12,LDT2,1,4,Bob199,FrozenStorm,[Feral]/Blood/Truth,[Future]/Necromancy/Peace,,FrozenStorm,normal,forum,,charnel_mouse,
2017-12-08,2017-12-12,MMM1,7,10,Nekoatl,FrozenStorm,MonoBlue,MonoBlack,,FrozenStorm,normal,forum,,charnel_mouse,
2017-12-11,2017-12-13,MMM1,2,2,zhavier,petE,MonoBlue,MonoGreen,,zhavier,normal,forum,,charnel_mouse,
2017-12-09,2017-12-14,LDT2,1,3,Hobusu,ARMed_PIrate,Miracle Grow,[Discipline/Ninjitsu]/Bashing,,ARMed_PIrate,normal,forum,,charnel_mouse,"Another match where someone surrenders, then wins in the continued game"
2017-12-13,2017-12-14,MMM1,3,2,petE,zhavier,MonoGreen,MonoBlue,,petE,normal,forum,,charnel_mouse,
2017-12-13,2017-12-14,MMM1,8,10,Nekoatl,FrozenStorm,MonoBlue,MonoBlack,,FrozenStorm,normal,forum,,charnel_mouse,
2017-12-14,2017-12-15,MMM1,4,2,zhavier,petE,MonoBlue,MonoGreen,,zhavier,normal,forum,,charnel_mouse,
2017-12-09,2017-12-16,LDT2,1,5,Salrane,Dreamfire,[Present]/Anarchy/Peace,[Blood]/Feral/Present,,Dreamfire,normal,forum,,charnel_mouse,
2017-12-14,2017-12-18,LDT2,1,6,codexnewb,holytispon,[Feral/Growth]/Finesse,[Necromancy]/Fire/Present,,holytispon,normal,forum,,charnel_mouse,
2017-12-11,2017-12-18,MMM1,1,12,Dreamfire,holytispon,MonoBlue,MonoPurple,,Dreamfire,normal,forum,,charnel_mouse,
2017-12-14,2017-12-18,MMM1,9,10,Nekoatl,FrozenStorm,MonoBlue,MonoBlack,,FrozenStorm,normal,forum,,charnel_mouse,
2017-12-19,2017-12-19,LDT2,2,1,RathyAro,zhavier,[Finesse]/Peace/Truth,Miracle Grow,,zhavier,normal,forum,,charnel_mouse,[Finesse]/Peach/Truth
2017-12-19,2017-12-19,LDT2,2,4,Legion,sKiTTer,Nightmare,[Demonology]/Future/Law,,Legion,forfeit,forum,,charnel_mouse,"LTD2; sKiTTer resigned on turn 1 rather than play against Nightmare, so I don't feel comfortable marking this as a normal win and having it count in the model. FrozenStorm plays it out instead, and loses, but I haven't counted that here."
2017-12-18,2017-12-20,MMM1,10,10,Nekoatl,FrozenStorm,MonoBlue,MonoBlack,,FrozenStorm,normal,forum,,charnel_mouse,
2017-12-19,2017-12-21,LDT2,2,2,ARMed_PIrate,FrozenStorm,[Discipline/Ninjitsu]/Bashing,[Future]/Necromancy/Peace,,ARMed_PIrate,normal,forum,,charnel_mouse,
2017-12-20,2017-12-21,LDT2,2,5,Hobusu,Bob199,Miracle Grow,[Feral]/Blood/Truth,,Hobusu,normal,forum,,charnel_mouse,
2017-12-19,2017-12-23,LDT2,2,3,holytispon,Dreamfire,[Necromancy]/Fire/Present,[Blood]/Feral/Present,,Dreamfire,normal,forum,,charnel_mouse,
2017-12-18,2017-12-24,MMM1,2,12,Dreamfire,holytispon,MonoBlue,MonoPurple,,holytispon,normal,forum,,charnel_mouse,
2017-12-18,2017-12-26,LDT2,2,6,codexnewb,Salrane,[Feral/Growth]/Finesse,[Present]/Anarchy/Peace,,codexnewb,normal,forum,,charnel_mouse,Codex Newb
2017-12-27,2017-12-28,LDT2,3,1,FrozenStorm,zhavier,[Future]/Necromancy/Peace,Miracle Grow,,FrozenStorm,normal,forum,,charnel_mouse,
2017-12-27,2017-12-28,LDT2,3,2,Dreamfire,Legion,[Blood]/Feral/Present,Nightmare,,Legion,normal,forum,,charnel_mouse,
2017-12-27,2017-12-28,LDT2,3,4,codexnewb,RathyAro,[Feral/Growth]/Finesse,[Finesse]/Peace/Truth,,RathyAro,normal,forum,,charnel_mouse,"LTD2, Code Newb"
2017-12-24,2017-12-29,MMM1,3,12,Dreamfire,holytispon,MonoBlue,MonoPurple,,Dreamfire,normal,forum,,charnel_mouse,
2017-12-27,2017-12-30,LDT2,3,3,Hobusu,holytispon,Miracle Grow,[Necromancy]/Fire/Present,,Hobusu,normal,forum,,charnel_mouse,
2017-12-30,2017-12-31,MMM1,5,15,Shadow_Night_Black,Bob199,MonoPurple,MonoWhite,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2017-12-27,2018-01-01,LDT2,3,6,Bob199,Salrane,[Feral]/Blood/Truth,[Present]/Anarchy/Peace,,Salrane,normal,forum,,charnel_mouse,LTD2
2018-01-02,2018-01-02,LDT2,3,5,sKiTTer,ARMed_PIrate,[Demonology]/Future/Law,[Discipline/Ninjitsu]/Bashing,,ARMed_PIrate,timeout,forum,,charnel_mouse,"Thread not started, sKiTTer drops"
2017-12-31,2018-01-02,MMM1,6,15,Bob199,Shadow_Night_Black,MonoWhite,MonoPurple,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2018-01-02,2018-01-03,MMM1,7,15,Bob199,Shadow_Night_Black,MonoWhite,MonoPurple,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2018-01-02,2018-01-04,LDT2,4,3,RathyAro,Hobusu,[Finesse]/Peace/Truth,Miracle Grow,,RathyAro,normal,forum,,charnel_mouse,
2018-01-03,2018-01-04,MMM1,8,15,Bob199,Shadow_Night_Black,MonoWhite,MonoPurple,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2018-01-04,2018-01-04,MMM1,9,15,Bob199,Shadow_Night_Black,MonoWhite,MonoPurple,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2018-01-02,2018-01-05,LDT2,4,1,Legion,FrozenStorm,Nightmare,[Future]/Necromancy/Peace,,FrozenStorm,normal,forum,,charnel_mouse,
2018-01-02,2018-01-06,LDT2,4,2,zhavier,Dreamfire,Miracle Grow,[Blood]/Feral/Present,,zhavier,normal,forum,,charnel_mouse,
2018-01-04,2018-01-06,MMM1,10,15,Bob199,Shadow_Night_Black,MonoWhite,MonoPurple,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2017-12-30,2018-01-07,MMM1,4,12,Dreamfire,holytispon,MonoBlue,MonoPurple,,Dreamfire,normal,forum,,charnel_mouse,
2018-01-03,2018-01-09,LDT2,4,5,ARMed_PIrate,codexnewb,[Discipline/Ninjitsu]/Bashing,[Feral/Growth]/Finesse,,codexnewb,normal,forum,,charnel_mouse,
2018-01-02,2018-01-11,LDT2,4,4,Salrane,holytispon,[Present]/Anarchy/Peace,[Necromancy]/Fire/Present,,Salrane,normal,forum,,charnel_mouse,
2018-01-11,2018-01-14,LDT2,5,1,FrozenStorm,RathyAro,[Future]/Necromancy/Peace,[Finesse]/Peace/Truth,,FrozenStorm,normal,forum,,charnel_mouse,
2018-01-11,2018-01-14,LDT2,5,4,codexnewb,Dreamfire,[Feral/Growth]/Finesse,[Blood]/Feral/Present,,Dreamfire,normal,forum,,charnel_mouse,"LTD2, Codex Newb"
2018-01-10,2018-01-15,LDT2,5,2,zhavier,Hobusu,Miracle Grow,Miracle Grow,,zhavier,normal,forum,,charnel_mouse,
2018-01-12,2018-01-15,LDT2,5,3,Legion,Salrane,Nightmare,[Present]/Anarchy/Peace,,Legion,normal,forum,,charnel_mouse,
2018-01-08,2018-01-15,MMM1,5,12,Dreamfire,holytispon,MonoBlue,MonoPurple,,Dreamfire,normal,forum,,charnel_mouse,
2018-01-16,2018-01-18,LDT2,6,1,zhavier,FrozenStorm,Miracle Grow,[Future]/Necromancy/Peace,,zhavier,normal,forum,,charnel_mouse,
2018-01-16,2018-01-18,LDT2,6,2,Dreamfire,RathyAro,[Blood]/Feral/Present,[Finesse]/Peace/Truth,,Dreamfire,normal,forum,,charnel_mouse,
2018-01-16,2018-01-19,MMM1,6,12,holytispon,Dreamfire,MonoPurple,MonoBlue,,Dreamfire,normal,forum,,charnel_mouse,
2018-01-19,2018-01-21,MMM1,7,12,holytispon,Dreamfire,MonoPurple,MonoBlue,,Dreamfire,normal,forum,,charnel_mouse,
2018-01-22,2018-01-22,LDT2,6,3,ARMed_PIrate,Legion,[Discipline/Ninjitsu]/Bashing,Nightmare,,Legion,timeout,forum,,charnel_mouse,Thread not started
2018-01-22,2018-01-23,LDT2,7,1,FrozenStorm,zhavier,[Future]/Necromancy/Peace,Miracle Grow,,zhavier,normal,forum,,charnel_mouse,
2018-01-23,2018-01-24,LDT2,7,2,Legion,Dreamfire,Nightmare,[Blood]/Feral/Present,,Dreamfire,normal,forum,,charnel_mouse,LTD2
2018-01-21,2018-01-24,MMM1,8,12,holytispon,Dreamfire,MonoPurple,MonoBlue,,Dreamfire,normal,forum,,charnel_mouse,
2018-01-25,2018-01-27,MMM1,9,12,holytispon,Dreamfire,MonoPurple,MonoBlue,,Dreamfire,normal,forum,,charnel_mouse,
2018-01-24,2018-01-28,LDT2,8,1,Dreamfire,FrozenStorm,[Blood]/Feral/Present,[Future]/Necromancy/Peace,,FrozenStorm,normal,forum,,charnel_mouse,
2018-01-29,2018-01-30,MMM1,10,12,holytispon,Dreamfire,MonoPurple,MonoBlue,,Dreamfire,normal,forum,,charnel_mouse,
2018-01-29,2018-02-02,LDT2,9,1,zhavier,FrozenStorm,Miracle Grow,[Future]/Necromancy/Peace,,zhavier,normal,forum,,charnel_mouse,
2018-05-13,2018-05-14,MMM1,1,6,Dreamfire,FrozenStorm,MonoRed,MonoBlue,,FrozenStorm,normal,forum,,charnel_mouse,
2018-05-14,2018-05-17,MMM1,2,6,Dreamfire,FrozenStorm,MonoRed,MonoBlue,,Dreamfire,normal,forum,,charnel_mouse,
2018-05-17,2018-05-18,MMM1,3,6,Dreamfire,FrozenStorm,MonoRed,MonoBlue,,Dreamfire,normal,forum,,charnel_mouse,
2018-05-18,2018-05-22,MMM1,4,6,Dreamfire,FrozenStorm,MonoRed,MonoBlue,,Dreamfire,normal,forum,,charnel_mouse,
2018-05-22,2018-05-24,MMM1,5,6,Dreamfire,FrozenStorm,MonoRed,MonoBlue,,Dreamfire,normal,forum,,charnel_mouse,
2018-05-25,2018-05-30,MMM1,6,6,FrozenStorm,Dreamfire,MonoBlue,MonoRed,,FrozenStorm,normal,forum,,charnel_mouse,
2018-06-03,2018-06-05,MMM1,1,3,cstick,codexnewb,MonoGreen,MonoBlack,,cstick,normal,forum,,charnel_mouse,
2018-06-05,2018-06-06,MMM1,2,3,cstick,codexnewb,MonoGreen,MonoBlack,,codexnewb,normal,forum,,charnel_mouse,
2018-06-06,2018-06-06,MMM1,3,3,cstick,codexnewb,MonoGreen,MonoBlack,,cstick,normal,forum,,charnel_mouse,
2018-06-07,2018-06-07,MMM1,4,3,cstick,codexnewb,MonoGreen,MonoBlack,,cstick,normal,forum,,charnel_mouse,
2018-06-07,2018-06-08,MMM1,5,3,cstick,codexnewb,MonoGreen,MonoBlack,,codexnewb,normal,forum,,charnel_mouse,
2018-06-08,2018-06-11,MMM1,6,3,codexnewb,cstick,MonoBlack,MonoGreen,,codexnewb,normal,forum,,charnel_mouse,
2018-05-31,2018-06-11,MMM1,7,6,FrozenStorm,Dreamfire,MonoBlue,MonoRed,,Dreamfire,normal,forum,,charnel_mouse,
2018-06-11,2018-06-12,MMM1,7,3,codexnewb,cstick,MonoBlack,MonoGreen,,cstick,normal,forum,,charnel_mouse,
2018-06-12,2018-06-14,MMM1,8,6,FrozenStorm,Dreamfire,MonoBlue,MonoRed,,FrozenStorm,normal,forum,,charnel_mouse,
2018-06-15,2018-06-18,MMM1,9,6,FrozenStorm,Dreamfire,MonoBlue,MonoRed,,Dreamfire,normal,forum,,charnel_mouse,
2018-06-12,2018-06-21,MMM1,8,3,codexnewb,cstick,MonoBlack,MonoGreen,,cstick,normal,forum,,charnel_mouse,
2018-06-21,2018-06-22,MMM1,9,3,codexnewb,cstick,MonoBlack,MonoGreen,,codexnewb,normal,forum,,charnel_mouse,
2018-06-19,2018-06-22,MMM1,10,6,FrozenStorm,Dreamfire,MonoBlue,MonoRed,,FrozenStorm,normal,forum,,charnel_mouse,
2018-06-22,2018-06-23,CAMS18,1,6,RathyAro,Nekoatl,Nightmare,[Demonology]/Growth/Strength,,RathyAro,normal,forum,,charnel_mouse,
2018-06-22,2018-06-25,MMM1,10,3,codexnewb,cstick,MonoBlack,MonoGreen,,cstick,normal,forum,,charnel_mouse,
2018-06-21,2018-06-27,CAMS18,1,4,charnel_mouse,Shadow_Night_Black,[Balance/Growth]/Strength,MonoPurple,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2018-06-26,2018-06-27,CAMS18,1,7,CarpeGuitarrem,codexnewb,MonoRed,[Future]/Balance/Peace,,CarpeGuitarrem,normal,forum,,charnel_mouse,Hard Jaina + Rambaster base rush
2018-06-22,2018-06-28,CAMS18,1,1,Hobusu,cstick,Miracle Grow,[Finesse]/Discipline/Present,,cstick,normal,forum,,charnel_mouse,
2018-06-22,2018-06-28,CAMS18,1,3,FrozenStorm,Dreamfire,Nightmare,[Demonology]/Anarchy/Balance,,FrozenStorm,normal,forum,,charnel_mouse,
2018-06-28,2018-06-29,CAMS18,2,4,Shadow_Night_Black,Hobusu,MonoPurple,Miracle Grow,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2018-06-28,2018-06-30,CAMS18,2,1,Nekoatl,charnel_mouse,[Demonology]/Growth/Strength,[Balance/Growth]/Strength,,charnel_mouse,normal,forum,,charnel_mouse,
2018-06-28,2018-07-02,CAMS18,2,2,codexnewb,RathyAro,[Future]/Balance/Peace,Nightmare,,RathyAro,normal,forum,,charnel_mouse,
2018-06-28,2018-07-02,CAMS18,2,3,Dreamfire,Lettucemode,[Demonology]/Anarchy/Balance,MonoGreen,,Dreamfire,normal,forum,,charnel_mouse,
2018-06-28,2018-07-03,CAMS18,2,5,cstick,CarpeGuitarrem,[Finesse]/Discipline/Present,MonoRed,,cstick,normal,forum,,charnel_mouse,
2018-07-03,2018-07-03,CAMS18,2,7,Shax,FrozenStorm,[Necromancy]/Blood/Peace,Nightmare,,FrozenStorm,normal,forum,,charnel_mouse,
2018-06-28,2018-07-05,CAMS18,2,6,zhavier,Bomber678,Miracle Grow,[Future]/Blood/Peace,,zhavier,normal,forum,,charnel_mouse,
2018-06-21,2018-07-08,CAMS18,1,2,Bomber678,Shax,[Future]/Blood/Peace,[Necromancy]/Blood/Peace,,Bomber678,normal,forum,,charnel_mouse,
2018-07-06,2018-07-08,CAMS18,3,7,FrozenStorm,zhavier,Nightmare,Miracle Grow,,zhavier,normal,forum,,charnel_mouse,
2018-07-05,2018-07-09,CAMS18,3,4,charnel_mouse,Dreamfire,[Balance/Growth]/Strength,[Demonology]/Anarchy/Balance,,Dreamfire,normal,forum,,charnel_mouse,
2018-06-24,2018-07-10,CAMS18,1,5,Lettucemode,zhavier,MonoGreen,Miracle Grow,,zhavier,normal,forum,,charnel_mouse,
2018-07-05,2018-07-10,CAMS18,3,1,Hobusu,Nekoatl,Miracle Grow,[Demonology]/Growth/Strength,,Nekoatl,normal,forum,,charnel_mouse,
2018-07-06,2018-07-12,CAMS18,3,2,Lettucemode,codexnewb,MonoGreen,[Future]/Balance/Peace,,Lettucemode,normal,forum,,charnel_mouse,
2018-07-06,2018-07-12,CAMS18,3,6,cstick,Shadow_Night_Black,[Finesse]/Discipline/Present,MonoPurple,,Shadow_Night_Black,normal,forum,,charnel_mouse,
